"","CustomerID","recency","r_clus","frequency","f_clus","money_value","m_clus","score","value"
"514",13008,323,1,2,1,228.27,1,3,"low"
"515",13011,372,1,1,1,85.95,1,3,"low"
"516",13012,9,4,11,2,1575.02,1,7,"mid"
"517",13013,1,4,15,2,5386.21,1,7,"mid"
"518",13014,2,4,16,2,3777.28,1,7,"mid"
"519",13015,53,3,5,1,4500.13,1,5,"mid"
"520",13016,73,3,3,1,917.45,1,5,"mid"
"521",13017,7,4,1,1,204,1,6,"mid"
"522",13018,16,4,29,3,8838.95,1,8,"high"
"523",13021,4,4,12,2,3150.17,1,7,"mid"
"524",13023,64,3,2,1,765.5,1,5,"mid"
"525",13026,1,4,8,2,959.19,1,7,"mid"
"526",13027,113,3,6,1,6912,1,5,"mid"
"527",13028,22,4,3,1,752.04,1,6,"mid"
"528",13029,30,4,3,1,1247.5,1,6,"mid"
"529",13030,11,4,2,1,982.92,1,6,"mid"
"530",13032,38,4,3,1,1178.32,1,6,"mid"
"531",13033,357,1,1,1,190.55,1,3,"low"
"532",13034,54,3,2,1,719.61,1,5,"mid"
"533",13035,57,3,3,1,886.63,1,5,"mid"
"534",13037,138,2,3,1,1220.94,1,4,"low"
"535",13038,80,3,3,1,964.16,1,5,"mid"
"536",13040,8,4,2,1,818.93,1,6,"mid"
"537",13043,253,1,2,1,471.57,1,3,"low"
"538",13044,291,1,1,1,648.31,1,3,"low"
"539",13045,99,3,1,1,525.3,1,5,"mid"
"540",13046,30,4,2,1,687.85,1,6,"mid"
"541",13047,31,4,18,2,3909.28,1,7,"mid"
"542",13048,14,4,5,1,2170.21,1,6,"mid"
"543",13049,64,3,2,1,752.98,1,5,"mid"
"544",13050,9,4,28,3,6530.83,1,8,"high"
"545",13052,212,2,1,1,561.87,1,4,"low"
"546",13055,64,3,4,1,1643.55,1,5,"mid"
"547",13058,24,4,3,1,296.2,1,6,"mid"
"548",13059,249,1,1,1,195.2,1,3,"low"
"549",13060,253,1,1,1,378.33,1,3,"low"
"550",13061,72,3,1,1,374.61,1,5,"mid"
"551",13062,191,2,1,1,468.78,1,4,"low"
"552",13064,12,4,4,1,1727.01,1,6,"mid"
"553",13065,373,1,1,1,282.77,1,3,"low"
"554",13066,24,4,3,1,528.5,1,6,"mid"
"555",13067,82,3,1,1,181.36,1,5,"mid"
"556",13068,10,4,2,1,344,1,6,"mid"
"557",13069,0,4,27,3,4311.51,1,8,"high"
"558",13070,192,2,1,1,249.6,1,4,"low"
"559",13072,266,1,1,1,177.15,1,3,"low"
"560",13075,129,3,1,1,1284.81,1,5,"mid"
"561",13077,1,4,4,1,876.36,1,6,"mid"
"562",13078,1,4,43,3,19332.16,2,9,"high"
"563",13079,4,4,5,1,220.1,1,6,"mid"
"564",13080,179,2,1,1,58.08,1,4,"low"
"565",13081,1,4,21,2,33673.14,2,8,"high"
"566",13082,126,3,10,2,4893.2,1,6,"mid"
"567",13083,4,4,2,1,303.75,1,6,"mid"
"568",13085,157,2,3,1,272.38,1,4,"low"
"569",13089,2,4,118,4,73046.63,3,11,"high"
"570",13090,8,4,18,2,9662.06,1,7,"mid"
"571",13091,21,4,2,1,319.82,1,6,"mid"
"572",13092,70,3,6,1,477.53,1,5,"mid"
"573",13093,267,1,13,2,8523.96,1,4,"low"
"574",13094,21,4,16,2,2419.26,1,7,"mid"
"575",13095,70,3,1,1,98.76,1,5,"mid"
"576",13097,32,4,14,2,8027.89,1,7,"mid"
"577",13098,1,4,41,3,41904.2,2,9,"high"
"578",13099,99,3,1,1,207.36,1,5,"mid"
"579",13101,234,2,1,1,126.93,1,4,"low"
"580",13102,1,4,27,3,10035.55,1,8,"high"
"581",13103,39,4,1,1,305.78,1,6,"mid"
"582",13104,3,4,6,1,1327.68,1,6,"mid"
"583",13106,128,3,2,1,59.5,1,5,"mid"
"584",13107,44,4,5,1,2443.18,1,6,"mid"
"585",13108,372,1,1,1,350.06,1,3,"low"
"586",13109,2,4,5,1,880.24,1,6,"mid"
"587",13110,31,4,8,2,2164.87,1,7,"mid"
"588",13113,0,4,40,3,14916.82,2,9,"high"
"589",13115,8,4,14,2,2627.71,1,7,"mid"
"590",13116,117,3,2,1,624.78,1,5,"mid"
"591",13117,21,4,8,2,1081.65,1,7,"mid"
"592",13118,19,4,7,2,1444.04,1,7,"mid"
"593",13120,238,2,1,1,30.6,1,4,"low"
"594",13121,269,1,2,1,267.48,1,3,"low"
"595",13122,94,3,2,1,1076.77,1,5,"mid"
"596",13124,89,3,3,1,5045.05,1,5,"mid"
"597",13126,4,4,10,2,2731.05,1,7,"mid"
"598",13127,77,3,1,1,282.52,1,5,"mid"
"599",13130,94,3,1,1,64,1,5,"mid"
"600",13131,23,4,4,1,1082.5,1,6,"mid"
"601",13132,261,1,1,1,77.3,1,3,"low"
"602",13133,273,1,2,1,181.9,1,3,"low"
"603",13134,72,3,7,2,2261.58,1,6,"mid"
"604",13135,196,2,1,1,6192,1,4,"low"
"605",13136,50,3,11,2,3686.73,1,6,"mid"
"606",13137,10,4,9,2,4441.66,1,7,"mid"
"607",13138,22,4,6,1,1213.71,1,6,"mid"
"608",13139,16,4,8,2,7458.14,1,7,"mid"
"609",13140,108,3,3,1,576.64,1,5,"mid"
"610",13141,84,3,6,1,2880.82,1,5,"mid"
"611",13142,19,4,1,1,309.98,1,6,"mid"
"612",13144,332,1,1,1,110.95,1,3,"low"
"613",13145,39,4,5,1,909.77,1,6,"mid"
"614",13146,26,4,1,1,381.91,1,6,"mid"
"615",13147,10,4,4,1,712.8,1,6,"mid"
"616",13148,29,4,17,2,4155.03,1,7,"mid"
"617",13149,14,4,4,1,1850.2,1,6,"mid"
"618",13151,203,2,2,1,1506.07,1,4,"low"
"619",13153,5,4,1,1,486.22,1,6,"mid"
"620",13154,144,2,1,1,-611.86,1,4,"low"
"621",13155,33,4,4,1,1105.16,1,6,"mid"
"622",13157,49,3,5,1,2000.57,1,5,"mid"
"623",13158,94,3,4,1,1637.64,1,5,"mid"
"624",13159,8,4,5,1,1656.14,1,6,"mid"
"625",13160,22,4,1,1,132.9,1,6,"mid"
"626",13161,313,1,1,1,195.35,1,3,"low"
"627",13162,122,3,5,1,1952.17,1,5,"mid"
"628",13165,46,4,2,1,1118.08,1,6,"mid"
"629",13166,282,1,2,1,501.15,1,3,"low"
"630",13167,18,4,4,1,1065.17,1,6,"mid"
"631",13168,36,4,5,1,2057.64,1,6,"mid"
"632",13169,63,3,2,1,873.76,1,5,"mid"
"633",13170,26,4,1,1,122.71,1,6,"mid"
"634",13171,8,4,5,1,491.31,1,6,"mid"
"635",13173,4,4,2,1,459.4,1,6,"mid"
"636",13174,16,4,3,1,3262.36,1,6,"mid"
"637",13176,46,4,1,1,567.75,1,6,"mid"
"638",13177,64,3,1,1,376.65,1,5,"mid"
"639",13178,26,4,11,2,8309.03,1,7,"mid"
"640",13182,45,4,1,1,146.68,1,6,"mid"
"641",13183,7,4,9,2,6931.89,1,7,"mid"
"642",13184,14,4,12,2,2005.71,1,7,"mid"
"643",13185,267,1,1,1,142.8,1,3,"low"
"644",13186,39,4,5,1,1843.29,1,6,"mid"
"645",13187,337,1,1,1,307.67,1,3,"low"
"646",13188,11,4,1,1,214.2,1,6,"mid"
"647",13189,18,4,2,1,321.28,1,6,"mid"
"648",13192,95,3,2,1,1189.21,1,5,"mid"
"649",13193,61,3,1,1,154.68,1,5,"mid"
"650",13194,135,2,1,1,60.7,1,4,"low"
"651",13196,11,4,4,1,2205.32,1,6,"mid"
"652",13198,10,4,8,2,3685.73,1,7,"mid"
"653",13199,3,4,39,3,15997.48,2,9,"high"
"654",13200,19,4,4,1,1084.39,1,6,"mid"
"655",13203,9,4,4,1,1010.96,1,6,"mid"
"656",13207,15,4,2,1,277.14,1,6,"mid"
"657",13208,58,3,7,2,1517.73,1,6,"mid"
"658",13209,30,4,11,2,7978.47,1,7,"mid"
"659",13210,93,3,1,1,384.08,1,5,"mid"
"660",13211,10,4,3,1,1305.62,1,6,"mid"
"661",13212,9,4,4,1,962.92,1,6,"mid"
"662",13213,56,3,6,1,1696.19,1,5,"mid"
"663",13216,267,1,1,1,333.74,1,3,"low"
"664",13217,122,3,5,1,185.64,1,5,"mid"
"665",13218,127,3,1,1,62.64,1,5,"mid"
"666",13220,78,3,4,1,968.79,1,5,"mid"
"667",13221,240,2,2,1,1023.16,1,4,"low"
"668",13223,200,2,2,1,163.2,1,4,"low"
"669",13224,60,3,3,1,2639.45,1,5,"mid"
"670",13225,3,4,8,2,8286.24,1,7,"mid"
"671",13226,273,1,1,1,123.21,1,3,"low"
"672",13227,201,2,1,1,277.2,1,4,"low"
"673",13228,81,3,1,1,358,1,5,"mid"
"674",13229,225,2,1,1,197.85,1,4,"low"
"675",13230,4,4,15,2,3505.71,1,7,"mid"
"676",13232,12,4,7,2,1510.29,1,7,"mid"
"677",13233,74,3,2,1,670.4,1,5,"mid"
"678",13235,211,2,2,1,579.49,1,4,"low"
"679",13236,24,4,3,1,1074.84,1,6,"mid"
"680",13238,11,4,5,1,921.23,1,6,"mid"
"681",13239,261,1,1,1,346.9,1,3,"low"
"682",13240,96,3,4,1,732.14,1,5,"mid"
"683",13242,112,3,3,1,561.6,1,5,"mid"
"684",13243,203,2,1,1,742.28,1,4,"low"
"685",13244,92,3,1,1,160.24,1,5,"mid"
"686",13245,50,3,1,1,601.3,1,5,"mid"
"687",13246,18,4,7,2,2074.65,1,7,"mid"
"688",13247,17,4,4,1,501.12,1,6,"mid"
"689",13248,124,3,2,1,465.68,1,5,"mid"
"690",13249,92,3,3,1,1067.82,1,5,"mid"
"691",13253,156,2,2,1,1321.4,1,4,"low"
"692",13255,3,4,3,1,592.41,1,6,"mid"
"693",13256,14,4,1,1,0,1,6,"mid"
"694",13258,11,4,3,1,999.27,1,6,"mid"
"695",13259,61,3,1,1,352.07,1,5,"mid"
"696",13260,61,3,1,1,557.62,1,5,"mid"
"697",13261,268,1,2,1,1148.1,1,3,"low"
"698",13262,263,1,1,1,213.81,1,3,"low"
"699",13263,1,4,35,3,9870.78,1,8,"high"
"700",13265,53,3,5,1,2738.78,1,5,"mid"
"701",13266,11,4,19,2,4658.74,1,7,"mid"
"702",13267,2,4,27,3,5879.51,1,8,"high"
"703",13268,17,4,15,2,4069.85,1,7,"mid"
"704",13269,1,4,17,2,7927.67,1,7,"mid"
"705",13270,366,1,1,1,590,1,3,"low"
"706",13271,37,4,2,1,199.41,1,6,"mid"
"707",13272,31,4,2,1,311.96,1,6,"mid"
"708",13273,113,3,1,1,218.66,1,5,"mid"
"709",13276,63,3,2,1,861.51,1,5,"mid"
"710",13277,15,4,4,1,258.4,1,6,"mid"
"711",13278,40,4,1,1,704.87,1,6,"mid"
"712",13279,64,3,2,1,130.98,1,5,"mid"
"713",13280,122,3,3,1,992.46,1,5,"mid"
"714",13282,18,4,6,1,1047.84,1,6,"mid"
"715",13283,59,3,2,1,102.16,1,5,"mid"
"716",13284,322,1,2,1,206.1,1,3,"low"
"717",13285,23,4,4,1,3610.35,1,6,"mid"
"718",13291,155,2,1,1,465.99,1,4,"low"
"719",13292,38,4,2,1,618.48,1,6,"mid"
"720",13294,189,2,2,1,1027.58,1,4,"low"
"721",13295,359,1,2,1,194.7,1,3,"low"
"722",13296,137,2,1,1,87.4,1,4,"low"
"723",13297,7,4,4,1,2879.71,1,6,"mid"
"724",13298,1,4,1,1,360,1,6,"mid"
"725",13299,268,1,1,1,202.2,1,3,"low"
"726",13300,164,2,2,1,548.39,1,4,"low"
"727",13301,103,3,4,1,900.88,1,5,"mid"
"728",13302,155,2,1,1,63.75,1,4,"low"
"729",13304,351,1,1,1,300.42,1,3,"low"
"730",13305,4,4,10,2,2226.76,1,7,"mid"
"731",13307,120,3,1,1,15,1,5,"mid"
"732",13308,22,4,4,1,1763.34,1,6,"mid"
"733",13309,7,4,5,1,1730.22,1,6,"mid"
"734",13310,8,4,6,1,1430.6,1,6,"mid"
"735",13311,4,4,2,1,746.57,1,6,"mid"
"736",13313,22,4,5,1,2281.92,1,6,"mid"
"737",13314,1,4,4,1,628.26,1,6,"mid"
"738",13316,37,4,5,1,6315.04,1,6,"mid"
"739",13317,64,3,9,2,2688.24,1,6,"mid"
"740",13318,1,4,3,1,1493.88,1,6,"mid"
"741",13319,5,4,36,3,15117.86,2,9,"high"
"742",13320,70,3,6,1,1846.9,1,5,"mid"
"743",13321,72,3,2,1,985.56,1,5,"mid"
"744",13322,17,4,1,1,217.08,1,6,"mid"
"745",13323,3,4,5,1,787.85,1,6,"mid"
"746",13324,32,4,12,2,7072.8,1,7,"mid"
"747",13325,81,3,1,1,841.3,1,5,"mid"
"748",13327,38,4,9,2,5599.77,1,7,"mid"
"749",13328,316,1,1,1,1308.48,1,3,"low"
"750",13329,31,4,4,1,1157.88,1,6,"mid"
"751",13330,92,3,3,1,1345.08,1,5,"mid"
"752",13332,14,4,1,1,364.42,1,6,"mid"
"753",13334,82,3,3,1,4616.72,1,5,"mid"
"754",13336,77,3,1,1,1074.04,1,5,"mid"
"755",13338,154,2,3,1,467.97,1,4,"low"
"756",13339,200,2,1,1,940.02,1,4,"low"
"757",13340,45,4,7,2,12970.9,2,8,"high"
"758",13341,260,1,1,1,814.15,1,3,"low"
"759",13343,172,2,2,1,444.83,1,4,"low"
"760",13344,67,3,3,1,2873.95,1,5,"mid"
"761",13345,276,1,2,1,395.3,1,3,"low"
"762",13347,70,3,1,1,475.76,1,5,"mid"
"763",13348,64,3,1,1,255.36,1,5,"mid"
"764",13349,10,4,1,1,280.8,1,6,"mid"
"765",13350,16,4,3,1,1063.92,1,6,"mid"
"766",13351,66,3,1,1,613.49,1,5,"mid"
"767",13352,7,4,2,1,423,1,6,"mid"
"768",13354,71,3,1,1,903.51,1,5,"mid"
"769",13355,122,3,1,1,924,1,5,"mid"
"770",13356,80,3,1,1,1052.56,1,5,"mid"
"771",13357,257,1,1,1,662.6,1,3,"low"
"772",13358,268,1,1,1,497.67,1,3,"low"
"773",13359,59,3,2,1,491.16,1,5,"mid"
"774",13362,3,4,5,1,3458.74,1,6,"mid"
"775",13363,17,4,2,1,1048.96,1,6,"mid"
"776",13364,66,3,2,1,0,1,5,"mid"
"777",13365,8,4,3,1,2677.1,1,6,"mid"
"778",13366,50,3,1,1,56.16,1,5,"mid"
"779",13368,256,1,2,1,686,1,3,"low"
"780",13369,354,1,2,1,349.55,1,3,"low"
"781",13370,366,1,2,1,739.02,1,3,"low"
"782",13372,89,3,1,1,424.24,1,5,"mid"
"783",13373,60,3,3,1,4200.07,1,5,"mid"
"784",13375,81,3,2,1,1082.84,1,5,"mid"
"785",13376,99,3,3,1,1053.32,1,5,"mid"
"786",13379,26,4,3,1,661.77,1,6,"mid"
"787",13381,21,4,7,2,4357.47,1,7,"mid"
"788",13382,280,1,1,1,305.23,1,3,"low"
"789",13384,30,4,9,2,5397.71,1,7,"mid"
"790",13385,329,1,1,1,600.78,1,3,"low"
"791",13388,121,3,3,1,822.77,1,5,"mid"
"792",13389,11,4,3,1,872.08,1,6,"mid"
"793",13390,74,3,1,1,562.08,1,5,"mid"
"794",13391,203,2,1,1,119.6,1,4,"low"
"795",13394,1,4,10,2,2449.8,1,7,"mid"
"796",13395,185,2,1,1,363.62,1,4,"low"
"797",13396,21,4,4,1,1529.39,1,6,"mid"
"798",13397,72,3,6,1,1831.34,1,5,"mid"
"799",13398,192,2,1,1,595.04,1,4,"low"
"800",13402,127,3,2,1,643.97,1,5,"mid"
"801",13403,17,4,1,1,120,1,6,"mid"
"802",13404,1,4,2,1,267.49,1,6,"mid"
"803",13405,74,3,3,1,672.611,1,5,"mid"
"804",13408,1,4,81,3,38672.87,2,9,"high"
"805",13410,8,4,7,2,1171.51,1,7,"mid"
"806",13411,107,3,1,1,386.1,1,5,"mid"
"807",13414,133,2,3,1,1508.1,1,4,"low"
"808",13416,43,4,2,1,712.5,1,6,"mid"
"809",13417,4,4,2,1,698.13,1,6,"mid"
"810",13418,11,4,23,2,7823.47,1,7,"mid"
"811",13419,63,3,1,1,231.56,1,5,"mid"
"812",13420,134,2,4,1,150.85,1,4,"low"
"813",13421,40,4,3,1,2372.98,1,6,"mid"
"814",13422,51,3,2,1,3489.63,1,5,"mid"
"815",13425,108,3,3,1,1981.07,1,5,"mid"
"816",13426,0,4,12,2,4367.15,1,7,"mid"
"817",13427,19,4,3,1,626.16,1,6,"mid"
"818",13428,10,4,1,1,334.02,1,6,"mid"
"819",13429,10,4,4,1,1178.2,1,6,"mid"
"820",13430,18,4,4,1,785.49,1,6,"mid"
"821",13431,67,3,2,1,1917.48,1,5,"mid"
"822",13434,74,3,2,1,1198.44,1,5,"mid"
"823",13435,5,4,9,2,5817.41,1,7,"mid"
"824",13436,1,4,1,1,244.23,1,6,"mid"
"825",13437,14,4,7,2,4032.29,1,7,"mid"
"826",13439,255,1,1,1,306.75,1,3,"low"
"827",13441,91,3,1,1,333.64,1,5,"mid"
"828",13447,23,4,4,1,1648.33,1,6,"mid"
"829",13448,16,4,10,2,3951.22,1,7,"mid"
"830",13449,23,4,1,1,490.4,1,6,"mid"
"831",13450,26,4,6,1,2316.42,1,6,"mid"
"832",13451,26,4,6,1,3656.74,1,6,"mid"
"833",13452,259,1,2,1,590,1,3,"low"
"834",13453,165,2,2,1,417.58,1,4,"low"
"835",13455,24,4,4,1,1309.5,1,6,"mid"
"836",13456,17,4,7,2,2089.41,1,7,"mid"
"837",13458,7,4,22,2,12673.6,2,8,"high"
"838",13460,29,4,2,1,279.32,1,6,"mid"
"839",13461,38,4,3,1,1694.6,1,6,"mid"
"840",13462,183,2,2,1,182.85,1,4,"low"
"841",13464,58,3,1,1,788.44,1,5,"mid"
"842",13466,100,3,2,1,333.95,1,5,"mid"
"843",13467,10,4,2,1,1275.89,1,6,"mid"
"844",13468,1,4,41,3,7595.52,1,8,"high"
"845",13470,99,3,2,1,165,1,5,"mid"
"846",13471,1,4,4,1,2820.15,1,6,"mid"
"847",13473,60,3,3,1,537.84,1,5,"mid"
"848",13474,236,2,1,1,281.54,1,4,"low"
"849",13475,191,2,4,1,1729.98,1,4,"low"
"850",13476,178,2,4,1,1328.87,1,4,"low"
"851",13477,37,4,8,2,2260.26,1,7,"mid"
"852",13479,198,2,3,1,330.6,1,4,"low"
"853",13481,45,4,8,2,2562.03,1,7,"mid"
"854",13482,232,2,1,1,199.64,1,4,"low"
"855",13483,65,3,1,1,140.34,1,5,"mid"
"856",13484,241,2,1,1,313.8,1,4,"low"
"857",13485,233,2,1,1,556.08,1,4,"low"
"858",13486,78,3,3,1,1556.18,1,5,"mid"
"859",13487,57,3,3,1,877.6,1,5,"mid"
"860",13488,17,4,17,2,11622.37,2,8,"high"
"861",13489,105,3,4,1,613.56,1,5,"mid"
"862",13491,51,3,10,2,1312.63,1,6,"mid"
"863",13492,136,2,3,1,1434.84,1,4,"low"
"864",13493,275,1,2,1,722.31,1,3,"low"
"865",13494,311,1,1,1,336.42,1,3,"low"
"866",13495,7,4,6,1,2552.46,1,6,"mid"
"867",13496,10,4,3,1,693.53,1,6,"mid"
"868",13497,282,1,3,1,353.9,1,3,"low"
"869",13499,17,4,7,2,1473.12,1,7,"mid"
"870",13500,23,4,4,1,1351.76,1,6,"mid"
"871",13501,242,2,2,1,1781.2,1,4,"low"
"872",13502,16,4,3,1,338.8,1,6,"mid"
"873",13503,71,3,1,1,288.85,1,5,"mid"
"874",13504,64,3,1,1,386.19,1,5,"mid"
"875",13505,67,3,8,2,4893.46,1,6,"mid"
"876",13506,312,1,3,1,543.42,1,3,"low"
"877",13507,3,4,4,1,2963.97,1,6,"mid"
"878",13508,243,2,1,1,110.97,1,4,"low"
"879",13509,8,4,7,2,1295.12,1,7,"mid"
"880",13510,1,4,5,1,2387.4,1,6,"mid"
"881",13512,260,1,1,1,321.77,1,3,"low"
"882",13513,126,3,1,1,245.2,1,5,"mid"
"883",13514,73,3,1,1,223,1,5,"mid"
"884",13515,72,3,4,1,1172.66,1,5,"mid"
"885",13516,21,4,3,1,1483.78,1,6,"mid"
"886",13517,59,3,5,1,2397.23,1,5,"mid"
"887",13518,85,3,1,1,872.98,1,5,"mid"
"888",13519,50,3,2,1,146.5,1,5,"mid"
"889",13520,58,3,8,2,3976.94,1,6,"mid"
"890",13521,1,4,3,1,1418.93,1,6,"mid"
"891",13522,30,4,1,1,125.8,1,6,"mid"
"892",13523,33,4,6,1,4500.14,1,6,"mid"
"893",13524,40,4,5,1,1062.38,1,6,"mid"
"894",13525,14,4,2,1,1182.78,1,6,"mid"
"895",13527,33,4,8,2,3075.42,1,7,"mid"
"896",13529,78,3,2,1,408.61,1,5,"mid"
"897",13531,205,2,2,1,567.9,1,4,"low"
"898",13532,33,4,1,1,237.21,1,6,"mid"
"899",13533,182,2,3,1,295.1,1,4,"low"
"900",13534,2,4,43,3,8149.77,1,8,"high"
"901",13536,1,4,7,2,4385.61,1,7,"mid"
"902",13538,43,4,7,2,1330.35,1,7,"mid"
"903",13539,85,3,4,1,753.04,1,5,"mid"
"904",13544,39,4,2,1,364.29,1,6,"mid"
"905",13546,12,4,3,1,716.74,1,6,"mid"
"906",13548,96,3,2,1,830.16,1,5,"mid"
"907",13549,25,4,8,2,993.22,1,7,"mid"
"908",13551,319,1,1,1,91.8,1,3,"low"
"909",13552,66,3,16,2,4611.73,1,6,"mid"
"910",13555,73,3,4,1,4940.42,1,5,"mid"
"911",13557,28,4,2,1,659.66,1,6,"mid"
"912",13558,5,4,4,1,709.16,1,6,"mid"
"913",13560,7,4,1,1,224.53,1,6,"mid"
"914",13561,215,2,1,1,322.06,1,4,"low"
"915",13562,81,3,3,1,2497.93,1,5,"mid"
"916",13563,84,3,2,1,833.77,1,5,"mid"
"917",13564,144,2,5,1,945.36,1,4,"low"
"918",13565,19,4,2,1,286.2,1,6,"mid"
"919",13566,40,4,2,1,1078.21,1,6,"mid"
"920",13568,173,2,1,1,254.55,1,4,"low"
"921",13569,17,4,2,1,474.52,1,6,"mid"
"922",13570,243,2,1,1,403.32,1,4,"low"
"923",13571,12,4,12,2,2991.93,1,7,"mid"
"924",13572,205,2,1,1,1544.25,1,4,"low"
"925",13573,50,3,2,1,399,1,5,"mid"
"926",13575,23,4,5,1,846.03,1,6,"mid"
"927",13576,10,4,20,2,7608.85,1,7,"mid"
"928",13577,25,4,5,1,2208.65,1,6,"mid"
"929",13579,14,4,2,1,523.98,1,6,"mid"
"930",13581,309,1,1,1,185.2,1,3,"low"
"931",13583,155,2,1,1,1057.21,1,4,"low"
"932",13584,306,1,1,1,153.35,1,3,"low"
"933",13587,31,4,3,1,347,1,6,"mid"
"934",13588,15,4,13,2,2733.36,1,7,"mid"
"935",13589,14,4,2,1,416.45,1,6,"mid"
"936",13590,11,4,7,2,2600.69,1,7,"mid"
"937",13591,64,3,3,1,1455.73,1,5,"mid"
"938",13592,35,4,4,1,305.28,1,6,"mid"
"939",13593,108,3,6,1,3223.75,1,5,"mid"
"940",13594,52,3,1,1,427.27,1,5,"mid"
"941",13596,5,4,2,1,878.57,1,6,"mid"
"942",13598,47,4,2,1,191.92,1,6,"mid"
"943",13599,1,4,33,3,7672.31,1,8,"high"
"944",13600,312,1,1,1,219.52,1,3,"low"
"945",13601,45,4,2,1,817.17,1,6,"mid"
"946",13602,64,3,1,1,679.29,1,5,"mid"
"947",13603,26,4,1,1,249.43,1,6,"mid"
"948",13606,29,4,3,1,370.45,1,6,"mid"
"949",13607,40,4,1,1,883.22,1,6,"mid"
"950",13610,12,4,9,2,1541.15,1,7,"mid"
"951",13611,89,3,4,1,1393.04,1,5,"mid"
"952",13614,24,4,4,1,1857.64,1,6,"mid"
"953",13615,312,1,2,1,440.55,1,3,"low"
"954",13617,40,4,3,1,732.44,1,6,"mid"
"955",13618,173,2,1,1,227.02,1,4,"low"
"956",13621,116,3,1,1,245.81,1,5,"mid"
"957",13623,30,4,7,2,762.37,1,7,"mid"
"958",13626,252,1,1,1,257.23,1,3,"low"
"959",13627,59,3,7,2,1923.93,1,6,"mid"
"960",13629,23,4,11,2,8325.32,1,7,"mid"
"961",13630,5,4,11,2,2420.17,1,7,"mid"
"962",13631,99,3,12,2,4893.21,1,6,"mid"
"963",13632,24,4,6,1,2573.69,1,6,"mid"
"964",13634,33,4,5,1,1940.48,1,6,"mid"
"965",13635,67,3,1,1,1344.79,1,5,"mid"
"966",13636,36,4,6,1,1026.56,1,6,"mid"
"967",13637,52,3,3,1,939.6,1,5,"mid"
"968",13638,15,4,1,1,139.98,1,6,"mid"
"969",13639,74,3,1,1,1191.18,1,5,"mid"
"970",13642,215,2,1,1,369.44,1,4,"low"
"971",13643,31,4,3,1,903.54,1,6,"mid"
"972",13644,8,4,5,1,3258.18,1,6,"mid"
"973",13645,120,3,1,1,424.9,1,5,"mid"
"974",13647,9,4,5,1,2426.36,1,6,"mid"
"975",13649,256,1,2,1,401.8,1,3,"low"
"976",13650,16,4,7,2,2567.02,1,7,"mid"
"977",13651,35,4,2,1,109.2,1,6,"mid"
"978",13652,45,4,3,1,1341.54,1,6,"mid"
"979",13654,43,4,6,1,3224.12,1,6,"mid"
"980",13655,114,3,2,1,1134.47,1,5,"mid"
"981",13656,164,2,2,1,442.52,1,4,"low"
"982",13657,10,4,2,1,405.54,1,6,"mid"
"983",13658,9,4,7,2,3032.27,1,7,"mid"
"984",13659,197,2,3,1,1889.47,1,4,"low"
"985",13662,85,3,7,2,1055.21,1,6,"mid"
"986",13663,179,2,1,1,228.19,1,4,"low"
"987",13666,60,3,3,1,110.95,1,5,"mid"
"988",13667,149,2,1,1,355.39,1,4,"low"
"989",13668,2,4,29,3,7388.22,1,8,"high"
"990",13669,50,3,2,1,218.55,1,5,"mid"
"991",13670,75,3,1,1,496.74,1,5,"mid"
"992",13672,301,1,6,1,-71.46,1,3,"low"
"993",13673,18,4,2,1,473.42,1,6,"mid"
"994",13675,151,2,2,1,750.94,1,4,"low"
"995",13678,151,2,1,1,295.2,1,4,"low"
"996",13680,1,4,5,1,3346.65,1,6,"mid"
"997",13681,17,4,4,1,1159.81,1,6,"mid"
"998",13682,187,2,1,1,110.5,1,4,"low"
"999",13684,285,1,2,1,68.43,1,3,"low"
"1000",13685,2,4,7,2,3119.83,1,7,"mid"
"1001",13686,182,2,1,1,80.5,1,4,"low"
"1002",13689,63,3,1,1,1089,1,5,"mid"
"1003",13690,59,3,1,1,172.25,1,5,"mid"
"1004",13692,24,4,5,1,1670.72,1,6,"mid"
"1005",13693,325,1,2,1,-41.95,1,3,"low"
"1006",13694,3,4,60,3,81819.42,3,10,"high"
"1007",13695,31,4,15,2,3164.85,1,7,"mid"
"1008",13697,38,4,1,1,176.5,1,6,"mid"
"1009",13699,155,2,1,1,308.58,1,4,"low"
"1010",13700,26,4,10,2,2741.55,1,7,"mid"
"1011",13703,318,1,1,1,199,1,3,"low"
"1012",13704,5,4,10,2,2630.98,1,7,"mid"
"1013",13705,7,4,3,1,1093.22,1,6,"mid"
"1014",13706,302,1,1,1,357.83,1,3,"low"
"1015",13707,267,1,2,1,1001.61,1,3,"low"
"1016",13708,271,1,1,1,397.9,1,3,"low"
"1017",13709,3,4,17,2,7645.99,1,7,"mid"
"1018",13710,31,4,1,1,199.2,1,6,"mid"
"1019",13711,218,2,2,1,350.66,1,4,"low"
"1020",13712,246,2,1,1,243.84,1,4,"low"
"1021",13715,281,1,8,2,1358.49,1,4,"low"
"1022",13716,269,1,1,1,174.26,1,3,"low"
"1023",13717,32,4,7,2,1589.92,1,7,"mid"
"1024",13718,246,2,2,1,321.55,1,4,"low"
"1025",13719,15,4,5,1,1449.96,1,6,"mid"
"1026",13720,116,3,4,1,919.7,1,5,"mid"
"1027",13721,36,4,1,1,647.2,1,6,"mid"
